attempt,candidate_id,reason
159,cand_85ace21ab32e,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH4_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
167,cand_254e99b197db,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH2_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
169,cand_ed59f2494dc1,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE
177,cand_682d387e33aa,tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH5_SPARE
178,cand_dd51b0d3ff60,tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH4_SPARE
179,cand_2bd3cfb02dfd,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH1_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
187,cand_de6ed97e5af9,tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_SPARE
188,cand_61c3ea4073c4,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH2_SPARE
189,cand_2958e1304a24,tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH0_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH2_SPARE
197,cand_d1cb6246f44f,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_SPARE;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH2_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
198,cand_2be0c8b8bf2c,tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH0_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH1_SPARE
199,cand_ead57df945f2,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH5_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH3_SPARE
207,cand_d13a6987bfd2,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH3_SPARE
208,cand_d6340f04c167,tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH3_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH5_SPARE
209,cand_fe08164cf1e0,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH1_SPARE
217,cand_c7d5ca108f29,tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE
218,cand_a96244f0359d,tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH4_SPARE;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_CLK;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_DATA;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_GROUND;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_POWER;tsv_keepout:top.shared_fp16_reduction_cluster:TSV_CH0_SPARE
219,cand_8f191d48206b,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH0_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH2_SPARE;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_CA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_CLK;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_DATA;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_GROUND;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_POWER;tsv_keepout:top.logic_die_link_arbiter:TSV_CH1_SPARE
227,cand_48f81e5430b4,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH4_SPARE
228,cand_c27b1d3a06b7,tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE
229,cand_9012d465bf41,tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_CLK;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_DATA;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_GROUND;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_POWER;tsv_keepout:top.bank_local_fp16_reduction:TSV_CH4_SPARE;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_SPARE
237,cand_1a3809768e54,tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_CLK;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_DATA;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_GROUND;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_POWER;tsv_keepout:top.bank_local_reduction_buffer:TSV_CH1_SPARE;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH1_SPARE;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_CLK;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_DATA;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_GROUND;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_POWER;tsv_keepout:top.shared_fp16_pipeline_fabric:TSV_CH5_SPARE
238,cand_27cc6687f368,tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_CLK;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_DATA;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_GROUND;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_POWER;tsv_keepout:top.hierarchical_reduction_path:TSV_CH5_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH2_SPARE
239,cand_50d273e8fb51,tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_CLK;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_DATA;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_GROUND;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_POWER;tsv_keepout:top.logic_die_64ch_reduction_top:TSV_CH2_SPARE;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_CLK;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_DATA;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_GROUND;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_POWER;tsv_keepout:top.logic_die_dual_link_arbiter:TSV_CH4_SPARE
